belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,release_date,runtime,status,revenue
0,22531334,3,0,1,5,839,1,3,119,1,1841260
0,1000000,14,0,2,11,316,160,3,104,1,4235151
0,73000000,188,0,1,9,840,1,4,118,1,151493655
0,2000000,33,0,1,1,841,1,1,90,1,30
0,22531334,1,0,1,0,0,1,1,60,0,60
1,3000000,262,0,1,8,26,1,3,86,1,19472057
0,25000000,281,0,1,11,733,1,4,130,1,56505065
0,35000000,1,0,1,17,842,1,3,125,1,140795793
0,22531334,411,0,1,9,843,1,2,115,1,41410568
1,17000000,166,1,1,11,844,1,3,112,1,115350426
0,12000000,3,0,1,6,47,1,3,114,1,22750363
0,22531334,412,0,1,6,845,1,4,105,1,957240
0,9200000,353,0,1,1,846,2,4,157,1,21000000
0,40000000,413,1,1,13,847,1,2,99,1,114830111
0,27000000,262,1,1,10,848,88,3,109,1,29000000
0,30000000,414,1,1,13,849,161,3,118,1,47042000
0,10000000,101,0,1,7,850,18,4,92,1,6272403
0,22531334,8,0,1,1,851,1,1,40,1,87600000
0,75000000,50,0,1,12,852,1,3,114,1,108000000
1,22531334,24,0,15,2,853,51,3,71,1,44057737
0,22531334,415,0,1,8,854,1,2,100,1,19910002
0,4000000,1,0,1,11,855,6,3,94,1,20045115
0,22531334,15,0,1,6,856,1,4,91,1,4187
0,32000000,149,1,1,15,857,1,4,111,1,27635305
0,22531334,3,0,1,4,146,1,4,103,1,6472990
0,137731,272,0,1,2,0,42,3,83,1,1778391
0,53000000,353,0,1,9,454,1,2,116,1,157387195
0,1800000,226,1,1,6,858,1,2,93,1,21107746
0,2000000,416,1,26,8,859,162,2,90,1,11125849
0,5000000,176,1,9,8,860,29,1,106,1,40266982
0,22531334,1,0,1,6,66,1,2,92,1,29235353
0,22531334,14,0,1,7,861,163,2,138,1,38901218
0,15000000,3,0,1,7,862,1,3,115,1,30127963
1,280379,29,0,1,9,863,6,1,90,1,364937
0,30000000,44,0,1,9,197,18,4,92,1,35078241
1,135000000,417,1,1,13,864,164,2,112,1,245623848
0,22531334,15,0,1,4,865,35,3,98,1,45250
0,40000000,149,0,1,6,866,165,4,130,1,5446000
0,56000000,418,1,1,8,867,88,1,95,1,113006880
1,100000000,419,0,1,19,868,1,4,131,1,347451894
0,22531334,47,0,1,1,869,18,2,89,1,331000
0,2000000,395,1,13,3,870,28,2,123,1,38135878
0,14000000,420,0,1,14,26,1,3,119,1,320145693
1,22531334,7,0,1,11,871,116,4,93,1,1519796
0,15000000,421,0,1,11,872,106,2,111,1,76286096
1,5000000,1,0,1,8,873,1,2,97,1,26888376
1,60000000,126,1,1,13,874,1,4,130,1,218340595
0,68000000,422,0,1,10,875,1,3,121,1,29762011
0,22531334,14,0,1,3,61,1,4,103,1,17487531
0,50000000,190,0,1,5,876,1,4,114,1,10541523
0,22531334,1,0,9,0,877,29,2,85,1,928391
0,17000000,23,0,1,7,878,1,2,98,1,14899417
0,22531334,22,0,1,4,879,1,2,89,1,525
0,2500000,423,1,1,4,880,89,4,90,1,107559
0,55000000,96,1,1,15,881,1,2,94,1,187361754
0,22531334,424,0,1,13,882,1,4,102,1,1108462
1,40000000,255,1,1,12,883,18,2,130,1,191185897
0,23000000,65,0,1,11,884,166,4,163,1,43984230
0,22531334,15,0,1,7,224,1,1,93,1,8692426
0,1200000,54,0,1,1,885,1,2,85,1,1404
1,180000000,272,0,1,18,886,18,4,143,1,748806957
0,22531334,335,1,1,7,887,1,2,109,1,199436
1,85000000,402,1,1,12,888,1,2,122,1,311312624
1,12000000,414,1,5,8,889,8,4,84,1,9584131
0,6500000,425,0,1,8,890,1,4,114,1,51079064
0,22531334,47,0,1,1,0,1,1,111,1,9518342
0,2900000,3,0,20,5,891,64,1,113,1,5596708
0,20000000,126,1,1,6,892,38,3,108,1,6819587
0,22531334,81,0,12,8,893,53,3,113,1,42776760
0,4500000,36,1,1,7,434,1,4,102,1,7390108
0,4500000,46,1,1,9,894,1,3,95,1,123820
1,22531334,8,0,1,8,895,1,2,109,1,10000000
1,800000,20,1,27,8,896,167,1,91,1,1984662
0,22531334,3,1,1,6,897,1,1,98,1,15000
0,20000000,426,0,1,4,61,1,3,96,1,22471595
0,22531334,217,0,1,6,898,1,3,95,1,14347000
0,7000000,3,0,5,7,899,168,2,95,1,6860853
0,25000000,427,0,1,7,900,1,4,83,1,80936232
1,15000000,428,0,1,13,109,1,1,110,1,120207127
1,22531334,3,1,1,6,901,1,2,119,1,985007
0,15000000,96,0,1,5,61,1,1,88,1,52970014
0,22531334,8,1,1,0,902,1,4,97,1,254190
0,22531334,429,0,9,1,903,169,3,90,1,606694
0,22531334,430,0,1,0,0,0,3,93,1,1221366
1,11000000,431,0,1,8,26,1,3,95,1,72778712
0,22531334,432,0,9,6,904,170,4,103,1,4367497
0,22531334,3,1,1,10,905,1,2,120,1,28641776
0,15000000,433,1,1,14,906,6,1,108,1,36869414
0,5000000,7,0,1,2,0,1,1,90,1,1189612
0,22531334,215,1,7,0,0,16,4,120,1,3082901
1,6000000,116,1,1,41,907,1,1,175,1,245066411
0,85000000,15,1,1,14,908,18,4,136,1,194168700
1,58000000,51,1,1,15,883,18,4,130,1,352194034
0,10000000,54,0,1,5,909,56,1,93,1,26330482
1,12000000,434,0,8,2,910,32,2,90,1,80000000
0,38000000,15,1,1,9,911,1,1,110,1,112343513
0,15000000,1,0,1,4,258,1,1,96,1,40590000
0,22531334,1,0,9,0,912,29,4,82,1,3370574
0,22531334,435,0,1,0,0,16,4,90,1,119919
0,27000000,3,0,1,3,913,1,4,124,1,14859394
0,30000000,436,0,1,8,914,1,4,113,1,33013805
0,13500000,283,1,18,9,915,171,1,90,1,3342697
0,22531334,14,0,6,4,916,172,1,106,1,15530077
0,7200000,437,0,1,6,917,173,3,99,1,2300000
0,20000000,5,1,1,9,299,116,2,100,1,8352885
0,95000000,314,1,1,15,918,174,4,102,1,114178613
1,9000000,7,0,1,20,7,1,4,87,1,44196684
0,22531334,438,0,1,2,47,0,3,97,1,3021629
0,22531334,14,0,1,8,919,1,3,124,1,129795554
0,42000000,81,0,1,11,920,1,2,90,1,60845711
1,5600000,18,1,9,9,608,29,3,85,1,18469680
0,17000000,190,0,1,10,921,1,3,105,1,12355798
1,14000000,51,1,1,10,298,18,3,125,1,185438673
0,40000000,439,0,1,13,45,1,2,86,1,38172500
0,40000000,15,0,1,13,224,1,4,114,1,141069860
0,62000000,46,0,1,6,922,1,4,106,1,107879496
0,39000000,124,1,1,10,923,1,4,87,1,35287788
1,8500000,20,0,1,9,45,1,3,97,1,32222567
0,4000000,440,1,1,8,924,6,3,96,1,31584901
1,8000000,359,0,1,6,61,1,2,98,1,59612888
0,44000000,441,0,1,11,925,1,1,125,1,63327201
1,105000000,442,1,1,20,42,1,2,100,1,408579038
1,60000000,443,0,1,13,926,75,2,104,1,105178561
1,220000000,399,1,1,90,927,1,2,143,1,1519557910
0,75000000,444,0,1,7,928,175,1,99,1,14010690
1,350000,29,0,1,10,929,1,4,85,1,29400000
0,2600000,50,0,1,12,0,1,3,91,1,2850263
1,22531334,50,0,1,8,61,1,2,96,1,126737428
0,3537415,47,0,18,9,930,176,3,162,1,1390172
1,100000000,99,1,1,10,931,21,1,121,1,230884728
0,2000000,36,1,1,7,932,1,3,118,1,11540607
0,22531334,3,0,5,3,933,35,2,102,1,40000
1,26000000,163,0,1,7,934,177,4,99,1,36800000
1,22531334,118,1,15,3,935,10,3,94,1,50673078
0,22000000,445,0,1,7,936,1,4,116,1,15400000
0,22531334,369,0,1,14,937,10,1,115,1,30
0,100000,433,0,1,8,938,1,2,96,1,444098
0,20000000,47,0,6,39,939,15,4,116,1,229400000
0,22531334,372,0,3,1,940,3,3,79,1,11
0,19000000,204,0,1,11,941,1,3,95,1,8247943
0,878000,14,0,1,14,45,1,4,102,1,10462500
0,22531334,446,1,1,6,942,1,4,85,1,14947
1,12000000,447,0,1,7,943,1,4,98,1,84500122
0,22531334,46,0,1,6,944,1,1,86,1,161410
0,22531334,3,1,1,8,945,18,3,162,1,1751330
1,17000000,1,1,1,11,946,1,2,97,1,129042871
0,300000,47,1,1,8,947,121,3,88,1,2750275
0,2000000,14,0,1,10,948,18,2,153,1,9250000
1,150000000,448,1,1,6,949,1,2,144,1,709709780
0,22000000,133,0,1,8,950,18,2,175,1,50750000
0,8000000,449,1,1,9,0,6,1,95,1,60641
0,27000000,28,0,1,10,951,178,3,117,1,16519460
0,3200000,356,1,1,7,952,1,3,105,1,5332926
0,300000,8,0,1,2,311,1,3,88,1,1750211
0,3500000,193,0,3,6,953,3,4,96,1,7339398
1,90000000,272,1,1,10,954,1,3,106,1,174578751
0,32000000,450,1,1,10,955,88,1,93,1,147332697
0,13000000,3,0,1,15,956,21,1,125,1,2636637
0,22531334,14,0,1,4,957,1,3,94,1,121
0,3400000,10,0,1,5,958,1,4,94,1,31063038
0,19000000,451,0,1,1,959,1,4,93,1,2119994
0,30000000,50,1,1,6,960,179,4,105,1,53898845
0,16000000,452,0,1,7,961,53,4,124,1,34786960
0,1250000,126,0,1,15,224,1,1,92,1,8500000
0,10000000,453,0,1,17,962,1,3,97,1,30658387
0,3250000,3,1,1,1,963,1,3,107,1,32788
1,4000000,454,0,1,17,964,1,1,77,1,87404651
0,22531334,14,0,1,5,26,1,4,102,1,11129057
0,30000000,1,1,1,13,965,1,2,92,1,54819301
0,22531334,1,0,1,10,966,1,3,90,1,2681345
0,22531334,455,0,1,5,967,1,2,90,1,28281
0,22531334,456,1,1,11,968,6,3,112,1,4706919
0,22531334,1,0,1,6,969,18,1,106,1,6149791
0,18000000,126,0,1,9,970,1,3,117,1,25005257
0,80000000,170,0,1,11,971,1,3,129,1,96105964
0,22531334,1,0,1,1,972,1,1,99,1,11000000
0,22531334,1,0,1,12,26,1,3,87,1,24689703
0,10500000,31,0,1,12,973,35,3,99,1,100659
0,85000000,457,1,1,11,974,88,1,88,1,222231186
0,90000000,458,0,1,24,821,8,2,126,1,263920180
0,9000000,263,1,1,8,975,163,1,102,1,8303261
0,12000000,263,0,1,16,976,1,2,125,1,307166834
0,22531334,459,0,18,3,977,121,3,144,1,810455
0,22531334,36,0,9,1,978,180,4,95,1,680224
0,747000,460,0,5,3,979,98,1,107,1,44566
0,22531334,8,1,1,4,980,52,1,82,1,34664
0,1119000,65,0,1,1,73,1,3,103,1,2019000
0,22531334,118,0,1,2,981,1,1,100,1,7
0,20000000,461,0,1,10,982,6,3,109,1,46089287
0,15000000,47,0,1,8,983,1,4,97,1,64256513
0,10000000,15,0,1,3,984,163,4,89,1,598645
0,22531334,462,0,1,4,985,181,2,90,1,1675484
0,100000000,463,1,1,11,986,182,1,115,1,94882889
1,30000000,65,0,1,8,251,1,3,124,1,82150642
1,5000000,240,1,1,2,987,1,3,99,1,846704
1,5,157,0,1,7,509,1,4,110,1,85
0,65000,120,1,1,3,988,1,4,99,1,416498
1,13000000,464,0,8,7,989,148,3,119,1,51723285
0,25000000,113,0,1,15,990,18,4,117,1,71009334
0,22531334,45,0,11,1,991,2,1,168,1,17000000
0,62000000,202,1,1,8,992,25,2,116,1,127666415
0,22531334,1,0,1,5,26,1,3,97,1,35114428
1,6000000,429,1,1,10,993,1,2,99,1,50244700
0,22531334,3,0,6,5,994,170,4,100,1,5151936
1,23000000,465,0,1,9,61,1,3,89,1,51881013
1,6000000,92,1,1,14,995,1,3,100,1,213954274
0,10000000,186,0,1,14,996,18,3,103,1,83557872
0,52000000,1,1,1,7,997,1,3,112,1,75450437
0,18000000,466,0,1,5,998,17,2,338,1,871279
0,5000000,94,0,1,9,999,1,2,135,1,13269963
0,22531334,211,0,1,8,0,1,4,82,1,2744253
0,22531334,15,1,1,10,1000,1,1,100,1,215576
0,22531334,33,0,1,9,1001,56,2,108,1,9930095
0,22531334,87,0,1,10,1002,1,3,89,0,13418091
1,55000000,15,0,1,14,1003,1,4,108,1,330444045
0,7000000,190,1,9,5,1004,152,4,101,1,3218666
0,5000000,467,1,1,5,0,183,2,106,1,1296184
0,15000000,81,1,1,8,31,1,2,94,1,20566327
0,22531334,274,0,1,6,1005,1,3,107,1,7185518
1,200000000,468,1,1,14,269,1,2,106,1,559852396
1,20000000,20,1,1,8,1006,1,3,82,1,80547866
0,100000000,101,1,1,23,1007,4,1,124,1,142337240
0,22531334,1,1,1,6,1008,35,3,101,1,223003
0,28000000,7,1,1,6,1009,1,3,91,1,10126458
0,1750000,149,0,1,4,1010,103,4,109,1,2200000
0,20000000,55,0,1,7,1011,1,3,105,1,16974459
0,150000000,469,1,1,13,1012,1,3,109,1,215283742
1,15000,62,1,1,13,1013,1,3,86,1,193355800
0,26000000,15,1,1,12,614,1,3,116,1,109449237
0,22531334,3,1,1,1,1014,80,3,116,1,473993
0,15000000,47,0,1,6,76,1,4,123,1,21032267
0,28000000,92,0,1,11,1015,21,3,136,1,186438883
0,7000000,14,1,1,15,1016,25,2,90,1,7644937
0,60000000,87,0,1,9,1017,1,4,127,1,80154140
1,11000000,54,0,1,8,1018,18,3,109,1,4491986
1,1500000,29,0,1,6,1019,1,3,93,1,30553394
0,1000000,356,0,1,6,1020,1,2,98,1,9138338
0,22531334,81,0,1,1,0,0,4,139,1,126
1,13800000,3,0,1,12,1021,1,4,119,1,52293982
0,26000000,470,0,1,5,1022,1,1,94,1,38793283
0,105000000,471,1,1,19,1023,18,3,91,1,716392705
1,21000000,31,0,1,13,1024,70,4,92,1,43928932
0,1200000,297,0,1,5,45,1,4,115,1,2736000
0,11800000,263,1,1,8,1025,18,4,118,1,40272135
1,1500000,62,1,9,9,608,29,2,78,1,30448000
1,72000000,85,0,1,10,1026,21,4,125,1,96889998
1,225000000,272,0,1,12,1027,184,2,150,1,419651413
0,5000000,472,0,1,4,434,1,3,94,1,5476060
1,7500000,15,0,1,6,1028,1,4,93,1,296000000
0,22531334,36,0,1,10,1029,25,1,122,1,17381942
0,22531334,126,0,1,1,0,0,2,113,1,57252
0,22531334,3,1,5,2,1030,185,4,90,1,404
0,22531334,248,0,6,2,1031,186,3,0,1,39598448
0,36000000,141,1,1,18,1032,21,2,109,1,44350926
0,22531334,473,0,1,2,1033,1,3,95,1,337812
0,22531334,1,0,1,4,1034,1,2,107,1,6132924
0,1500000,55,0,1,5,1035,25,4,96,1,418961
0,5000000,4,1,1,6,1036,1,4,120,1,3099314
0,22531334,474,0,5,10,1037,8,3,105,1,11879046
1,5000000,152,0,1,1,1038,1,4,97,1,2970
1,15000000,475,1,1,3,1039,1,2,97,1,4627375
0,60000000,3,1,1,11,1040,1,2,109,1,31720158
0,22531334,207,1,1,4,1041,1,1,104,1,28208
1,16000000,476,1,15,10,1042,51,3,93,1,68411275
0,7000000,477,0,1,9,1043,1,1,108,1,46488
0,10000000,46,0,1,6,76,1,2,100,1,25605015
0,802000,92,0,1,6,73,1,4,104,1,4371000
0,260000000,101,1,1,15,2,1,1,132,1,284139100
0,120000,478,0,1,2,0,1,3,87,1,14904
0,6000000,122,0,1,15,46,1,3,139,1,102272727
0,13000000,14,0,1,6,1044,1,2,99,1,16929123
0,25000000,363,0,1,7,1045,116,2,132,1,8613462
1,230000,29,0,1,5,1046,1,3,89,1,25000000
0,18000000,479,1,18,5,1047,187,1,120,1,40239
0,22531334,480,0,1,1,1048,1,3,85,1,41232
0,5000000,481,0,1,6,1049,1,4,109,1,16554699
0,1000000,482,0,13,2,1050,28,3,93,1,2228115
0,22531334,483,1,15,3,1051,51,4,128,1,19204593
0,9000000,47,1,1,9,1052,6,1,90,1,46
0,4000000,484,0,1,6,61,1,4,143,1,6000000
0,4000000,14,0,1,3,1053,1,4,92,1,350006
0,2000000,14,1,9,4,1054,97,2,105,1,21665468
1,50000000,485,0,1,14,1055,1,2,106,1,41482207
1,22000000,31,0,1,10,45,1,4,117,1,67642693
0,700000,14,0,1,11,73,1,2,112,1,2594000
1,1700000,486,0,1,12,1056,1,2,93,1,8844595
1,22531334,487,0,1,7,1057,1,1,79,1,1300000
0,15000000,46,0,1,4,45,1,3,96,1,12308521
0,8000000,488,0,1,12,1058,18,4,163,1,27187653
0,45000000,489,0,1,7,1059,88,1,106,1,11203026
0,40000000,179,1,1,7,1060,1,1,90,1,151161491
0,24000000,490,0,1,4,1061,1,4,134,1,21049053
1,20500000,18,0,1,17,1062,1,1,99,1,87987055
1,28000000,18,0,1,6,1063,1,4,99,1,33000337
0,10700000,81,0,1,1,89,1,1,89,1,1238080
0,22531334,111,0,1,11,1064,1,1,91,1,5624282
0,22531334,491,0,1,2,1065,1,2,90,1,37285
0,35000000,125,0,1,10,1066,35,1,97,1,116980662
0,22531334,3,0,1,12,1067,88,1,101,1,204660
0,44000000,492,0,1,4,1068,1,4,219,1,3484331
0,1500000,47,0,1,8,76,1,4,129,1,9600000
0,22531334,493,0,5,13,1069,188,2,80,1,921974
0,18000000,31,1,1,7,1070,6,3,114,1,25739015
0,25000000,31,0,1,8,1071,25,3,98,1,64437847
0,22531334,47,0,1,3,1072,1,3,105,1,144633
0,7000000,227,0,1,14,1073,24,3,114,1,3646994
0,61000000,494,1,1,155,1074,1,4,145,1,369330363
0,22531334,23,1,1,2,0,1,1,93,1,18000
0,3900000,65,0,1,7,1075,6,4,120,1,28350000
0,30000000,232,0,1,18,1076,1,2,90,1,90259536
0,33000000,495,1,5,20,1077,17,1,112,1,49100000
0,5000000,7,0,1,16,1078,1,4,91,1,6341855
0,5000000,65,0,1,8,1079,18,4,124,1,26010864
1,2200000,7,0,1,9,1080,1,1,92,1,21930418
0,722083,239,0,1,1,0,189,4,120,1,499168
0,8000000,81,0,1,7,226,1,3,113,1,11715321
0,30000000,219,0,1,12,1081,1,3,84,1,495303
0,110000000,190,1,1,21,1082,190,2,114,1,470490832
1,65000000,496,1,1,19,1083,1,4,123,1,128905366
0,22531334,257,1,1,6,1084,25,2,85,1,486021
0,22531334,90,0,1,2,2,1,4,102,1,3337685
0,22531334,3,0,13,1,0,28,2,80,1,235432
0,22531334,7,0,1,13,1085,6,3,91,1,3983997
0,22531334,1,0,1,9,1086,1,3,84,1,1117920
0,25000000,149,1,1,6,1087,1,1,114,1,27122040
0,22531334,1,0,1,0,73,1,2,95,1,1373728
0,22531334,497,0,5,1,1088,8,2,136,1,1942423
0,22531334,14,0,1,1,1089,1,1,124,1,8100000
0,22531334,3,0,28,5,1090,191,3,98,1,1347747
1,150000000,399,1,1,4,1091,1,2,150,1,836297228
0,22531334,8,0,1,0,0,0,3,123,1,15504
0,120000000,498,1,1,8,1092,1,1,119,1,227817248
0,6000000,3,0,13,0,0,0,4,0,1,31000
0,22531334,248,0,1,12,1093,1,4,108,1,8022000
0,1200000,1,0,1,5,1094,1,3,85,1,2600000
0,12000000,499,0,1,12,1095,192,3,103,1,7070330
0,6000000,5,0,13,2,1096,28,2,99,1,4588176
0,35000000,262,0,1,14,1097,59,4,91,1,68349884
0,30000000,14,0,1,10,1098,1,1,104,1,196114570
0,22531334,85,0,22,5,1099,193,3,115,1,1113277
0,7000000,500,0,1,14,1100,1,1,96,1,20256975
0,22531334,14,0,1,1,0,0,4,124,1,10082
0,40000000,202,1,1,11,1101,1,4,121,1,149295601
0,1,3,0,1,6,45,1,1,115,1,5
0,80000000,501,1,1,11,1102,1,3,102,1,169852759
0,6000000,502,0,1,5,1103,1,3,92,1,14717854
0,30000000,360,1,1,13,1104,194,4,130,1,15395087
0,22531334,3,0,1,3,1105,70,4,152,1,5200000
1,38000000,7,1,1,10,1106,1,3,90,1,29907685
1,55000000,16,0,1,5,1107,1,1,100,1,11466088
0,30000000,23,1,1,8,1108,1,4,112,1,102820008
0,22531334,87,0,1,37,1109,59,2,99,1,422
0,85000000,341,1,1,8,1110,1,4,145,1,162242962
0,25000,55,0,1,4,0,1,4,95,1,25000
1,22531334,29,0,1,2,1111,6,4,87,1,544476
0,22531334,1,0,1,6,226,1,4,111,1,101300000
0,11000000,141,0,1,9,1112,1,3,94,1,3639345
0,22531334,414,0,1,4,1113,1,2,90,1,1000000
0,22531334,65,0,13,13,1114,28,4,75,1,45100
0,35000000,503,1,1,6,1115,1,2,102,1,155545279
0,22531334,15,0,1,1,61,1,1,87,1,10000000
0,5700000,353,0,9,8,1116,152,4,110,1,19300483
0,250000,4,1,1,4,1117,1,3,99,1,56825
0,11000000,13,1,1,9,1118,1,1,94,1,593683
0,1200000,504,0,1,6,1119,1,4,99,1,7000000
0,6000000,180,0,1,1,0,1,1,82,1,9000000
0,8000000,505,1,3,7,1120,3,3,122,1,49000000
0,16000000,46,1,1,7,31,1,3,114,1,50007546
0,22531334,47,0,1,6,1121,1,1,96,1,1919197
1,22531334,103,0,6,5,1122,170,2,93,1,17277
0,35000000,55,0,1,8,1123,1,2,96,1,2106557
0,23000000,3,0,1,5,1124,1,4,98,1,12803305
1,20000000,193,1,1,15,1125,1,1,115,1,41627431
0,22531334,3,0,1,10,1126,6,1,89,1,923
1,37000000,506,0,1,7,1127,1,3,115,1,165335153
0,12000000,26,0,1,5,47,1,4,116,1,6754898
0,3800000,3,1,18,10,1128,195,3,122,1,17804565
0,325000,87,0,11,1,1129,2,1,118,1,1600000
0,2883848,15,0,1,12,1130,1,1,122,1,25000000
0,800000,126,1,1,7,1131,6,3,100,1,867714
0,116000000,255,0,1,7,1132,1,1,108,1,178127760
0,20000000,1,0,1,6,1133,1,1,105,1,132675402
0,21000000,3,1,1,5,1134,123,1,91,1,970816
0,55000000,87,1,1,8,1135,1,3,125,1,9450897
1,5000000,29,1,1,11,1136,1,4,83,1,205703818
0,22531334,88,1,1,0,0,1,2,80,1,31894
0,44000000,126,0,1,9,1137,1,4,147,1,165615285
0,31000000,507,0,1,10,31,1,2,118,1,68106245
0,22531334,3,1,7,13,1138,196,4,112,1,5475058
1,165000000,508,1,1,14,1139,1,4,108,1,471222889
1,50000000,72,1,1,8,1140,1,3,83,1,151165787
0,190000000,509,1,1,22,1141,1,2,130,1,209154322
1,22531334,87,1,3,7,1142,3,3,115,1,23803308
1,85000000,124,1,1,12,418,1,2,85,1,149044513
0,62000000,14,0,1,11,1143,25,3,137,1,1060056
0,55000000,227,0,1,12,1144,1,3,116,1,18626419
0,50000000,30,1,1,16,1145,18,2,116,1,62788218
0,125000000,510,1,1,17,1146,1,4,92,1,346864462
1,45000000,511,0,1,10,1147,1,4,111,1,212000000
0,22531334,3,1,1,8,1148,18,2,108,1,11472454
1,27000000,512,0,1,5,0,1,3,117,1,44352417
0,3000000,3,0,1,0,0,1,3,94,1,6804016
0,30000000,513,0,1,8,1149,25,3,111,1,36894225
1,22531334,1,0,13,1,1150,28,1,105,1,4314688
0,70000000,514,0,1,12,1151,1,4,99,1,218613188
0,11000000,198,0,1,5,1152,1,4,86,1,23978402
0,22531334,495,1,3,3,1153,3,3,127,1,108083
0,13000000,87,1,1,14,1154,25,4,132,1,3500605
0,13000000,402,1,1,9,1155,1,1,94,1,68572378
0,15000000,515,1,1,14,1156,1,1,103,1,108286421
0,22531334,3,0,1,3,1157,37,3,86,1,524668
0,40000000,14,0,1,15,171,1,1,119,1,65754228
0,22531334,3,1,5,9,1158,8,4,127,1,20374201
0,22531334,3,0,1,4,1159,1,2,115,1,17530973
0,40000000,109,0,1,13,1160,1,3,128,1,176997168
0,2800000,215,0,1,8,1161,1,3,87,1,26279000
0,700000,516,0,1,1,1162,197,3,85,1,1179676
0,3000000,29,0,1,1,1163,1,2,80,1,1449945
0,22531334,8,0,5,4,1164,8,4,118,1,43471
0,32000000,210,0,1,13,1165,121,4,155,1,57284237
0,24000000,215,1,1,7,1166,1,3,89,1,30551495
0,22531334,342,0,1,5,1167,18,2,100,1,7840873
1,270000000,517,1,1,13,1168,1,2,154,1,391081192
1,46000000,25,0,1,7,1169,21,2,99,1,107196498
0,25000000,1,0,1,12,1170,1,4,104,1,119772232
0,60000000,518,1,1,8,1171,1,2,87,1,78309131
0,30000000,3,0,1,6,1172,1,4,98,1,102000000
1,13000000,46,0,5,6,1173,56,2,129,1,23727301
0,5000000,519,1,1,13,1174,6,2,97,1,9760104
0,38000000,15,1,1,8,1175,1,3,96,1,205298907
0,645180,3,0,1,6,1176,45,3,103,1,14743391
0,250000,8,0,1,0,1177,1,2,97,1,23859
0,22500000,256,1,1,10,1178,59,4,112,1,15520023
0,22531334,190,0,1,1,1179,28,4,89,1,1100000
0,22531334,14,1,5,5,1180,35,2,97,1,62985
1,5200000,228,0,1,7,1181,1,2,99,1,2459895
1,26000000,62,0,1,13,1182,1,1,90,1,90426405
1,22531334,7,0,1,6,61,1,2,93,1,14481606
0,3500000,520,1,1,6,1183,1,3,72,1,3775000
0,10000000,92,1,1,13,1184,1,1,129,1,443684
1,2410000,521,0,1,9,261,1,1,100,1,10755447
0,22531334,14,1,1,7,1185,6,1,120,1,34710627
0,18000000,46,0,1,8,1186,1,3,94,1,25312387
0,22531334,3,0,1,3,1187,1,3,124,1,8674093
0,5000000,47,0,1,1,224,1,2,94,1,3000000
0,5000000,3,1,1,7,1188,1,4,91,1,5129058
0,22531334,522,0,1,6,1189,1,2,91,1,30524763
0,60000000,45,1,1,9,1190,106,2,127,1,87784194
0,22000000,179,0,1,11,1191,21,3,97,1,413454
0,25000000,55,0,1,11,61,1,4,170,1,65884703
0,22531334,433,0,13,1,1192,28,1,137,1,80551
0,40000000,14,1,1,10,1193,1,4,135,1,31670620
1,13000000,523,0,1,3,480,1,1,95,1,3752426
0,800000,14,0,1,2,73,1,4,105,1,6792000
0,22531334,8,1,1,3,703,1,4,111,1,7205
0,4361898,15,1,1,3,412,35,2,92,1,3031801
0,3500000,524,1,29,6,1194,167,4,103,1,4159678
0,116000000,3,0,1,10,1195,1,4,170,1,102000000
0,22531334,525,0,1,5,1196,1,3,92,1,442965
0,8000000,47,1,1,8,703,1,3,101,1,6491240
0,950000,87,1,1,10,1197,1,1,103,1,7022209
1,5000000,46,1,13,2,1198,28,4,125,1,55635037
1,4200000,526,0,13,9,1199,28,2,114,1,32000000
0,50000000,527,1,1,10,1200,44,1,88,1,224803475
1,35000000,528,0,1,12,1201,1,4,108,1,57120318
0,210000,487,0,1,3,1202,1,2,80,1,5000000
0,6000000,529,0,1,13,1203,59,4,115,1,1317657
1,4000000,253,1,13,2,1204,28,4,72,1,1730000
0,6000000,530,0,1,7,1205,1,3,110,1,102308889
1,20000000,269,0,1,6,1206,25,3,112,1,153698625
1,6500000,29,1,1,23,1207,1,4,99,1,255273813
0,3705538,531,1,1,7,1208,198,3,112,1,62548947
0,12000000,478,0,1,9,1132,1,3,91,1,37170057
0,12000000,78,1,1,8,1209,1,4,106,1,11293663
1,95000000,394,0,1,10,1210,88,1,118,1,226497209
0,20000000,532,1,1,13,1211,1,1,107,1,4634062
0,22531334,105,1,1,3,1212,1,2,96,1,125
0,1752000,3,0,1,12,26,1,3,110,1,5000000
1,12000000,533,1,1,13,31,1,2,107,1,43493123
0,33000000,534,0,1,7,31,1,3,105,1,62022014
0,23000000,1,0,1,12,0,0,1,101,1,79799880
0,22531334,3,1,1,16,1213,21,4,131,1,76586316
0,3000000,47,0,1,5,1214,1,4,139,1,2807390
0,25000000,535,0,1,14,713,1,3,87,1,10736401
0,22531334,2,0,1,1,61,1,1,103,1,6321392
1,22531334,15,0,13,0,1215,28,1,93,1,10198357
0,22531334,46,0,1,3,1216,18,3,94,1,401421
0,22531334,536,0,9,34,1217,29,1,93,1,5000000
0,5500000,26,0,2,3,1218,2,2,123,1,22159216
0,25000000,15,1,1,9,1219,1,1,107,1,147780440
1,7000000,537,1,1,6,1220,75,2,90,1,13818181
0,3000000,15,1,1,11,1221,1,3,87,1,11947954
0,45000000,5,0,1,4,733,1,1,103,1,2154540
0,70000000,486,1,1,7,1222,1,1,116,1,202466756
