belongs_to_collection,homepage,budget,popularity,runtime,production_companies,production_countries
0,0,22649291,9,106,3597,35
0,1,12000000,13,97,3598,56
0,0,1500000,9,90,3599,1
0,0,22649291,3,97,3600,97
0,1,10000000,3,142,2670,2
0,0,3768785,2,107,73,1
0,1,8000000,5,129,3601,6
0,0,22649291,5,93,3080,1
0,1,22649291,0,80,3602,1
0,0,8000000,4,99,3603,67
0,0,22649291,1,93,0,471
0,1,22649291,4,101,3604,35
0,0,14000000,7,87,3605,1
1,0,22649291,3,98,45,1
0,0,22649291,1,123,45,1
0,0,22649291,4,118,3606,6
0,0,20000000,10,96,3607,1
0,0,7000000,3,96,3608,1
0,1,3000000,9,97,3609,1
0,0,82000000,8,123,3610,1
0,1,22649291,7,91,3611,1
1,0,22649291,9,85,65,74
0,1,9000000,10,104,3612,1
0,0,22649291,8,94,3613,1
0,0,250000,10,88,3614,51
0,1,22649291,6,124,3615,1
0,0,14000000,9,86,3616,88
1,0,22649291,11,95,26,1
0,0,55000000,7,118,2457,1
0,0,22649291,3,102,3617,411
0,0,14000000,2,99,3618,1
0,0,80000000,9,104,3619,88
0,1,100000000,13,107,3620,1
0,1,4000000,10,96,3621,472
0,1,250000,12,113,232,1
1,0,10700000,12,114,3622,1
0,0,15000000,12,154,3623,1
0,1,37000000,9,94,3624,51
0,0,16000000,1,97,3625,21
0,0,6000000,6,100,61,1
0,0,450,0,91,3626,1
0,1,150000000,11,113,3627,59
0,0,5000000,11,107,3628,106
0,0,750000,3,108,0,6
1,1,110000000,12,125,3629,1
0,1,13000000,1,90,3630,1
0,0,22649291,1,89,3631,1
0,0,22649291,5,96,0,1
0,0,11500000,7,93,3632,1
0,0,5000000,9,100,3633,473
1,0,45000000,14,89,3634,474
0,0,22649291,9,90,3635,26
0,0,6900000,1,115,3636,324
0,0,27000000,11,104,76,1
0,1,500000,5,85,3637,475
0,0,70000000,10,139,3638,1
0,1,5000000,5,119,3639,1
0,0,22649291,3,96,3640,1
1,0,2000000,8,88,58,1
0,0,12000000,12,112,3641,80
0,1,50000000,10,121,3642,476
0,0,22649291,1,84,3643,1
0,0,10000000,9,134,3644,1
0,0,103000000,23,155,3645,18
0,0,22649291,1,85,0,67
0,0,110000000,16,165,3646,21
0,0,28000000,7,90,3647,67
0,0,22649291,6,119,2558,1
1,0,24000000,8,87,3648,1
0,0,22649291,2,91,689,6
0,0,30000000,14,104,3649,1
1,1,260000000,15,100,620,1
0,1,22649291,2,102,0,6
1,1,50000000,10,100,3650,1
0,1,22649291,0,113,0,35
0,0,22649291,2,79,3651,477
1,1,80000000,22,102,3652,1
0,0,25000000,9,110,3653,1
1,0,2500000,6,98,61,1
1,1,30000000,9,107,3654,1
0,0,16000000,2,102,3655,103
0,1,22649291,13,85,3656,1
0,1,12000000,17,118,3657,102
0,0,22649291,9,94,3658,1
0,0,4500000,5,113,3659,1
1,1,200000000,19,124,1438,1
0,0,22649291,9,115,3660,1
1,0,17000000,9,86,1106,1
0,1,92000000,9,107,3661,101
0,0,45000000,16,100,2760,1
0,0,175000000,17,135,3662,1
0,0,22649291,0,100,73,1
1,0,8000000,5,116,3663,35
1,0,22649291,3,108,3664,1
0,0,22649291,1,87,3665,1
1,1,150000000,16,126,3666,478
0,0,5000000,7,100,76,1
0,1,61000000,14,124,3667,1
0,1,25000000,8,154,3668,8
1,1,30000000,9,86,3669,1
0,0,15000000,10,106,73,1
0,0,60000000,7,107,3670,1
0,0,16000000,20,110,821,25
0,0,6000000,8,99,3671,1
0,0,15000000,4,81,3672,1
0,0,22649291,6,116,3673,1
0,0,22649291,1,102,3674,1
0,0,1823152,1,137,3675,2
0,0,110000000,16,120,3676,1
0,0,30000000,11,136,3677,21
1,0,22649291,6,123,3678,1
0,1,55000000,21,117,3679,1
0,0,22649291,1,100,3680,25
0,0,33000000,5,100,3681,8
0,0,11000000,4,90,2438,57
0,0,8700000,4,109,3682,1
0,1,11000000,9,114,3683,1
0,1,30000000,15,111,614,1
0,0,35000000,12,119,3684,18
0,1,10000000,25,105,3685,1
0,0,3730500,5,112,3686,6
0,1,23000000,14,126,3687,161
0,0,22649291,15,112,3688,35
0,0,22649291,4,117,3689,21
1,0,4100000,11,103,3690,35
0,0,22649291,3,131,2108,32
0,0,22649291,13,100,3691,1
0,0,3000000,3,125,3692,1
1,1,250000000,26,131,3693,18
0,0,25000000,11,133,3694,1
0,0,22649291,15,125,224,1
0,0,13000000,8,96,3695,1
0,0,1500000,3,97,3696,37
0,0,15000000,6,120,3697,1
0,0,786675,4,85,3698,37
0,0,22649291,6,108,3699,8
0,1,22649291,3,90,3700,1
0,0,1000000,8,88,0,1
0,0,22649291,1,114,2108,32
0,1,22649291,6,105,3701,148
0,1,40000000,11,135,3702,18
0,0,22649291,0,90,0,1
0,0,22649291,6,91,47,35
1,1,50000000,8,113,61,1
1,0,32000000,12,93,3703,1
1,0,22649291,2,91,3704,52
0,0,7500000,11,99,3705,1
0,0,8500000,13,97,3706,1
0,0,4700000,3,166,435,2
0,0,50000000,4,92,73,1
1,1,1500000,3,124,1790,2
0,1,45000000,5,139,3707,1
0,0,22649291,1,155,3708,2
1,0,22649291,1,116,3709,32
0,0,22649291,10,102,3710,6
0,1,15000000,11,120,3711,479
0,1,10500000,19,115,802,1
1,1,22649291,9,107,3712,6
0,1,35000000,8,123,3713,1
0,0,19100000,7,109,3714,196
0,0,20000000,10,106,3715,48
0,0,4900000,15,138,3716,35
1,0,17000000,6,123,3717,1
0,1,15000000,1,150,0,2
0,0,1880006,6,106,3718,1
0,0,22649291,12,98,3719,51
1,1,2900000,14,74,964,1
0,0,22649291,7,95,3720,1
1,1,60000000,16,100,3721,1
0,1,14000000,9,149,3722,121
0,0,7,0,82,0,0
1,1,145000000,15,95,3723,161
0,1,22649291,0,100,0,0
0,0,50000000,10,105,3724,8
0,0,70000000,10,139,3725,1
0,0,2000000,2,108,1846,1
0,0,11000000,6,97,3726,1
0,0,22649291,2,130,3727,18
1,1,81000000,28,130,3728,18
0,0,14000000,7,159,3729,1
1,1,80000000,16,110,3730,1
0,0,22649291,7,126,61,1
0,1,22649291,0,102,0,0
0,1,1500000,10,101,3731,480
0,0,47000000,12,156,3732,481
0,0,22649291,12,112,3733,1
0,0,40000000,7,113,3734,1
0,0,22649291,7,97,89,1
1,1,17000000,6,113,3735,1
0,1,29000000,5,131,3736,53
0,0,22649291,12,120,3737,482
0,1,200000000,14,114,3738,1
0,0,65000000,11,149,3739,57
1,1,25000000,23,84,3740,1
0,1,58800000,19,133,3741,1
0,1,38000000,7,114,3512,1
0,0,18000000,7,95,3742,1
0,0,22649291,7,91,3743,1
0,0,52500000,14,127,3350,59
0,1,1000000,6,106,3744,6
0,0,2500000,1,104,0,0
1,1,3400000,7,88,3745,1
0,0,6000000,10,99,3746,18
1,0,22649291,2,105,3747,1
0,1,3500000,7,97,3748,1
0,1,38000000,11,112,3749,1
0,0,22649291,6,116,61,1
0,1,32000000,5,108,3750,1
1,0,18000000,8,106,73,1
0,0,22649291,15,85,3751,6
0,0,20000000,8,96,3752,40
0,0,15000000,3,125,61,1
0,0,22649291,3,102,3753,1
0,0,20000000,3,121,3754,1
0,0,25000000,11,132,3755,1
0,0,60000000,10,89,808,1
0,1,22649291,11,112,3756,1
0,0,9000000,8,116,3757,18
0,0,22649291,3,93,3758,1
0,1,22649291,10,104,3759,1
0,0,22649291,4,88,47,1
0,0,29500000,12,129,3760,1
0,0,22649291,3,123,3761,8
0,0,10000000,2,87,26,1
0,1,21000000,14,122,1166,1
0,0,4500000,3,126,3762,2
0,1,22649291,6,118,3763,483
1,1,950000,20,110,883,6
0,1,7000000,1,103,3764,28
0,1,60000000,12,90,3765,1
1,1,20000000,184,101,3766,484
1,0,92000000,10,98,76,1
0,1,20000000,10,124,3767,1
0,1,250000,8,90,3768,1
0,0,15,7,110,1666,3
0,1,117000000,13,109,3769,1
0,0,8000000,10,104,3770,1
0,1,22649291,1,95,0,1
1,1,250000000,23,146,804,18
0,1,16500000,7,93,3771,1
1,1,35000000,10,95,3772,1
1,0,7000000,11,82,3773,1
0,0,6500000,6,95,3774,1
1,0,30000000,12,92,3775,485
0,0,4000000,7,110,3776,88
0,0,31000000,11,74,3777,1
0,1,30000000,11,87,3778,1
0,0,22649291,9,122,3779,1
0,0,9000000,5,100,3780,1
1,1,60000000,12,92,3781,1
0,1,16000000,8,113,1066,1
0,0,14000000,10,103,2359,1
0,1,40000000,11,102,3782,1
0,0,22649291,8,103,337,1
0,0,22649291,7,88,3783,1
1,0,35000000,12,92,3784,1
0,1,70000000,11,118,3785,21
0,1,22649291,2,76,3786,16
0,1,5000000,11,93,3787,1
0,1,6000000,8,96,3788,1
0,0,22649291,15,88,3789,1
0,0,22649291,9,96,3790,1
0,1,16800000,5,122,3791,1
0,0,22649291,4,99,3792,18
0,0,35000000,10,126,3793,1
0,0,22649291,1,97,3794,1
1,1,150000000,33,124,3795,1
0,1,22649291,7,105,3796,1
0,0,22649291,3,90,3797,67
0,0,22649291,11,110,3798,1
0,0,22649291,4,105,3799,294
0,0,22649291,7,109,3800,1
0,0,43000000,1,119,2528,0
0,0,22649291,4,92,3801,18
1,0,27000000,14,82,3802,1
0,0,30000000,10,129,26,1
0,0,22649291,5,95,3803,171
0,1,2000000,7,100,3804,1
0,0,800000,1,85,0,1
0,0,22649291,6,94,3805,1
0,1,12000000,12,90,3806,35
0,0,18500000,9,118,3807,1
0,0,24000000,6,135,3808,1
0,0,18000000,6,120,3809,486
1,1,38000000,10,119,3810,1
0,0,21000000,7,145,3811,487
0,0,22649291,4,97,3812,1
0,0,22649291,9,90,3813,1
0,1,14000000,10,89,3814,1
1,0,6000000,4,107,3815,1
1,0,14200000,5,139,3816,488
0,0,5940000,3,117,3817,383
0,1,65000000,9,92,3818,144
0,0,22649291,5,94,3819,1
0,1,30000000,1,131,256,28
1,0,22649291,14,104,3820,332
1,0,22649291,0,125,0,28
0,0,11000000,1,82,61,0
0,0,29000000,9,103,3821,1
0,0,27000000,5,102,3822,1
0,0,22649291,0,96,0,0
0,0,22649291,2,105,0,0
0,0,45000000,8,98,26,1
0,1,4000000,14,105,3823,1
0,0,133000,13,93,3824,383
0,1,58000000,9,114,3825,21
0,0,22649291,6,114,3826,1
0,0,447524,4,101,3827,18
0,0,30000000,9,113,3828,18
0,0,22649291,1,107,3829,1
0,1,3000000,11,86,3830,4
0,1,20000000,11,118,3831,8
0,0,22649291,9,119,3832,53
0,0,40000000,14,121,733,1
0,1,3,3,87,3833,9
1,0,12800000,11,140,3834,489
0,1,100000000,20,165,3835,1
0,0,270000,3,79,2706,1
0,0,22649291,4,152,3836,8
0,0,3300000,1,105,3837,459
1,0,20000000,6,94,3838,490
0,1,22649291,2,119,3839,1
0,0,5000000,8,104,2461,88
0,0,88000000,16,118,3840,27
0,0,22649291,9,120,3841,51
0,0,45000000,11,99,3842,1
0,0,22649291,2,90,0,383
0,1,12000000,8,114,3843,491
0,0,20000000,12,92,3844,21
0,0,3500000,9,134,3845,1
0,0,35000000,9,101,3846,21
0,1,90000000,9,158,3847,492
1,1,90000000,16,128,3848,24
0,1,52000000,20,141,3849,1
1,1,7000000,10,121,2815,6
0,1,15000000,6,104,3850,1
0,1,10000000,9,130,3851,1
0,0,175000000,15,119,3852,1
1,0,17000000,7,88,3853,1
1,1,145000000,14,112,3854,21
0,0,5500000,10,105,3080,1
0,0,5200000,4,102,3855,2
0,1,10000000,3,127,3856,1
0,0,70000000,6,97,3857,493
1,0,22649291,14,85,61,1
1,0,13000000,10,107,3858,1
0,0,22649291,12,134,76,1
0,0,40000000,11,128,3859,1
0,0,6500000,9,88,879,1
1,0,3500000,12,86,3860,1
0,0,30000000,9,87,2558,1
0,0,22649291,15,102,3861,18
0,0,22649291,1,85,3862,494
0,0,6500000,10,120,422,1
0,1,22649291,7,75,3863,1
0,0,39000000,12,119,3864,1
0,0,22649291,2,113,3865,1
0,0,75000000,9,90,3866,1
0,1,40000000,6,99,3867,25
0,1,15000000,16,117,3868,18
0,0,60000000,7,104,3869,67
0,0,6000000,8,152,3870,1
0,0,5000000,1,115,3871,28
0,0,100000000,8,102,3872,1
0,1,5900000,2,94,3873,45
0,0,17000000,1,105,3874,1
0,0,22649291,0,103,3875,1
0,0,2000000,13,112,3876,1
0,1,18000000,13,90,3877,345
1,1,135000000,15,98,1972,1
0,0,22649291,5,83,3878,1
0,1,25000000,12,127,3879,6
0,0,7500000,11,108,3880,18
0,0,22649291,7,99,3881,1
0,0,20000000,8,101,3882,376
1,1,100000000,7,146,3883,1
0,0,22649291,13,101,3884,495
0,0,2600000,4,104,3885,1
0,1,100000,3,83,3886,1
0,0,22649291,1,94,3887,1
0,0,45000000,10,120,3888,1
0,0,243000,2,91,490,1
0,1,145000000,11,97,1972,1
0,0,75000000,12,115,3889,1
0,0,24000000,5,115,3890,1
0,0,50000000,5,116,26,21
0,0,1000000,9,135,689,1
1,1,22649291,6,109,3891,51
1,0,22649291,9,95,3892,1
0,0,18500000,2,120,703,1
0,1,9000000,7,118,31,1
0,1,50000000,14,115,3893,1
0,1,20000000,13,115,3894,1
0,0,22649291,1,98,3895,8
0,0,22649291,0,95,3896,216
0,1,32000000,8,111,3897,88
0,1,6000000,6,96,3898,1
0,1,5200000,5,224,3899,2
0,0,21000000,11,92,3900,1
0,0,3000000,12,106,3901,1
0,1,38000000,11,110,3902,1
1,1,22649291,12,115,3903,64
0,0,55000000,12,123,3904,1
0,0,35000000,11,138,3905,1
0,0,22649291,4,117,45,1
0,0,1103000,6,99,490,1
0,0,10000000,2,140,3906,496
0,0,17000000,8,106,26,1
0,0,75000000,8,105,3907,1
0,0,22649291,4,90,89,1
0,0,6000000,3,101,26,1
0,0,45000000,10,90,3908,1
0,1,50000000,7,118,3909,24
0,0,12000000,5,110,3910,18
0,0,10000000,1,98,3911,1
0,0,18000000,3,108,3912,6
0,0,2000000,1,82,1372,28
1,0,2142000,1,112,3913,1
0,0,2500000,3,91,3914,1
0,0,22649291,5,113,3699,124
0,0,22649291,7,102,3915,497
0,1,12000000,5,111,3916,63
0,0,11000000,7,100,3917,498
0,0,15500000,9,95,3918,480
0,0,30000000,7,105,3919,1
0,1,20000000,14,148,3920,1
0,0,80000000,7,116,3921,1
1,0,12500000,6,100,3922,1
0,0,22649291,1,97,3923,1
0,1,22649291,4,135,3924,2
0,0,2200000,4,125,3925,3
0,0,22649291,8,94,3926,1
0,0,22649291,0,99,3927,18
0,0,28,6,93,3928,80
0,0,2000000,3,96,3929,1
0,1,35000000,5,112,3930,1
0,1,22649291,8,101,3931,1
0,0,900000,5,96,241,1
0,0,22649291,12,97,3932,56
0,0,17000000,5,107,3933,1
0,0,22649291,1,91,0,64
1,0,22649291,9,123,61,1
0,0,45000000,12,84,3934,6
0,1,10000000,8,92,3935,1
0,1,22649291,0,96,3936,499
0,0,2135161,6,130,61,1
0,0,4000000,4,96,3937,103
1,0,22649291,2,102,2558,1
0,0,70000000,22,169,3938,1
0,0,40000000,5,130,3939,21
0,0,390000,0,148,0,0
0,0,22649291,1,82,1204,28
0,1,30000000,9,96,3940,1
0,0,12000000,10,109,207,1
0,0,22649291,9,93,26,1
0,0,10500000,3,113,1763,0
0,0,14000000,5,120,3941,1
0,0,9804690,8,130,3942,410
1,0,7000000,14,102,3943,88
0,0,200000,0,93,3944,1
0,0,1333333,1,170,3945,2
0,0,45000000,4,103,3946,1
0,1,9000000,8,100,3947,500
0,0,25000000,8,107,3948,1
0,0,40000000,17,128,3949,1
0,1,60000000,10,90,3950,1
0,0,75000000,15,106,3951,1
0,0,22649291,7,97,3952,1
0,0,37000000,8,109,3953,1
0,0,16000000,2,168,1690,2
0,0,80000000,14,118,3954,44
0,1,28000000,21,147,3955,1
0,0,30000000,6,134,3956,1
0,0,80000000,13,117,3957,1
1,1,19000000,12,141,3958,10
0,0,25000000,11,119,26,1
1,1,1300000,6,118,3959,1
0,0,22649291,3,98,3960,1
0,0,10000000,4,99,7,1
1,0,9000000,8,88,31,1
0,1,22649291,5,122,3961,1
1,1,165000000,17,120,3962,1
0,1,150000000,16,98,1139,1
0,1,45000000,8,105,3963,1
0,1,22649291,6,109,3964,1
0,0,20000000,7,127,3965,1
0,0,620000,0,146,3966,2
1,0,130000000,28,141,3967,18
0,0,2000000,15,98,3968,1
0,0,7000000,1,90,3969,28
1,0,32000000,10,95,3970,1
0,0,2900000,9,121,26,1
0,1,8000000,9,80,3971,8
0,0,40000000,10,117,3972,1
1,0,75000000,1,104,3973,1
0,0,224056,1,122,3974,2
1,0,20000000,14,108,3975,1
0,1,75000000,10,110,3976,1
0,0,5800000,2,94,3977,501
0,0,22649291,9,107,3978,1
0,0,22649291,5,106,146,1
1,0,114000,14,96,3979,1
0,0,86000000,7,84,3980,1
0,0,169000,6,103,1066,6
0,0,55000000,8,114,3981,44
0,0,60000000,9,116,3982,1
0,0,8000000,1,95,259,0
0,0,2500000,5,125,490,1
1,1,28000000,96,117,3983,502
0,1,178000000,32,113,3984,59
0,0,22649291,1,116,0,2
1,0,6000000,6,105,3985,1
0,0,22649291,0,104,3986,1
0,1,35000000,6,91,3987,1
0,1,2000000,2,120,3988,1
1,0,1100000,10,82,3989,103
1,0,22649291,4,91,26,1
0,0,22649291,9,99,3990,28
0,1,3500000,1,105,3991,503
0,0,22649291,4,129,3992,18
0,0,6000000,12,101,3993,1
1,0,130000000,8,147,3994,1
1,0,22649291,15,92,2540,1
0,0,42000000,11,108,2,1
1,0,54000000,11,103,3246,18
1,0,20000000,8,112,3995,1
0,0,60000000,18,170,3996,1
0,0,15000000,14,93,3997,18
1,1,1200000,17,161,3998,504
0,1,30000000,8,111,3999,24
0,0,7000000,6,92,689,1
0,0,3000000,3,128,26,1
0,0,4000000,10,95,26,1
0,0,22649291,3,122,4000,2
0,0,100000,4,86,4001,1
0,0,22649291,2,90,4002,325
0,0,15000000,2,93,4003,80
0,0,8000000,7,116,2589,1
0,0,22649291,4,105,4004,3
1,0,250000,12,90,4005,35
1,0,50000000,10,110,4006,1
0,0,24000000,5,100,4007,1
0,1,3000000,6,94,4008,137
0,0,1020000,10,88,224,1
1,0,18000000,13,96,4009,1
0,0,22649291,0,87,0,0
0,0,22649291,7,96,4010,1
0,0,6000000,18,120,4011,18
0,1,75,4,129,4012,2
0,0,4000000,7,159,4013,28
1,0,2000000,12,95,4014,1
0,0,27000000,12,110,4015,6
0,0,22649291,1,90,4016,1
0,0,22649291,4,105,4017,88
1,0,10500000,22,149,4018,116
0,0,3,0,101,4019,64
0,0,22649291,1,97,0,1
0,1,28000000,10,83,76,435
0,0,22649291,3,95,66,1
0,0,15000000,7,115,4020,505
1,1,75000000,8,87,207,1
1,0,22649291,5,96,4021,18
0,0,10000,8,89,4022,1
0,0,22649291,1,119,4023,257
0,0,22649291,1,135,0,51
1,0,25000000,10,97,4024,106
0,1,19000000,6,113,4025,1
0,0,80000000,11,99,4026,1
0,1,70000000,12,122,4027,1
0,1,1500000,11,87,4028,1
1,0,15000000,8,96,4029,74
1,1,7000000,12,125,2815,18
0,0,13000000,12,89,4030,1
0,0,10000000,17,107,4031,1
0,0,1300000,1,115,73,1
0,1,40000000,9,99,4032,21
0,0,22649291,10,89,4033,506
0,0,22649291,10,116,4034,89
1,0,20000000,13,109,4035,1
0,0,22649291,4,100,4036,1
0,0,25000000,8,97,4037,25
0,1,110000000,9,100,4038,1
0,0,22649291,8,88,527,1
0,0,22649291,0,80,0,0
0,1,5500000,1,95,2541,1
0,1,22649291,2,100,4039,1
1,0,30250000,13,105,4040,1
0,0,4000000,14,172,4041,1
0,0,22649291,7,96,4042,507
0,0,22649291,7,87,4043,103
0,0,55000000,11,117,2772,1
0,0,22649291,6,90,4044,6
0,1,22000000,11,108,4045,18
0,0,14000000,2,116,4046,1
0,0,5500000,12,118,4047,1
0,0,2000000,5,87,0,1
0,0,22649291,16,105,4048,287
1,0,8000000,8,126,4049,1
0,0,916000,5,99,4050,1
0,0,2723903,6,113,581,1
0,1,50000000,10,147,4051,508
0,0,18000000,18,76,4052,1
0,0,1000000,13,97,4053,1
0,0,39000000,14,107,4054,1
0,0,22649291,1,91,0,0
0,0,35000000,6,140,689,509
0,0,22649291,6,118,4055,1
1,0,22649291,9,98,4056,355
0,1,3000000,2,100,839,1
0,1,13000000,5,92,4057,89
0,1,20000000,4,123,4058,1
0,0,22649291,1,25,46,1
0,0,18000000,1,96,73,1
1,0,777000,9,110,4059,1
0,0,22649291,4,89,1057,1
1,0,22649291,6,96,4060,1
1,0,25000000,11,97,4061,105
0,0,22649291,7,98,2826,1
0,0,22649291,4,114,4062,1
0,1,22649291,2,155,0,2
0,0,13200000,34,190,1790,2
0,1,60000000,12,93,4063,18
1,1,150000000,22,138,4064,103
0,1,22000000,42,195,802,1
0,1,85000000,11,107,4065,1
0,1,22649291,1,103,0,121
1,1,150000000,24,102,620,1
0,1,1900000,1,130,4066,2
0,1,50000000,8,129,4067,1
0,0,45000000,16,102,4068,1
0,1,3550000,3,124,1666,3
1,0,22649291,4,99,4069,9
1,0,8000000,5,91,4070,510
1,1,26000000,13,100,4071,1
0,0,22649291,3,103,4072,51
0,0,8900000,8,93,4073,1
0,0,2500000,1,118,0,28
0,0,17000000,16,104,4074,1
1,0,95000000,13,117,4075,511
0,0,250000,0,93,4076,1
0,1,79000,2,85,4077,1
0,1,48000000,12,120,4078,24
0,0,2700000,3,93,2558,1
0,0,75000000,11,116,3096,1
1,0,120000000,26,115,4079,1
0,0,29000000,14,104,4080,1
0,0,22649291,4,106,4081,1
0,0,14000000,7,104,4082,512
0,0,22649291,9,105,4083,1
1,0,22649291,4,101,4084,1
0,0,839727,16,119,4085,1
1,0,10000000,7,108,4086,491
0,0,16000000,9,93,4087,18
0,0,22649291,0,99,4088,513
0,0,40000000,18,107,4089,1
0,1,8000000,8,95,31,1
0,0,2500000,5,85,4090,1
0,0,4000000,11,106,4091,14
0,0,45000000,13,113,4092,1
0,0,6000000,9,108,4093,75
0,1,3000000,2,109,4094,6
0,0,75000000,12,120,4095,1
1,0,22649291,3,79,4096,139
0,0,22649291,1,103,64,0
0,0,31000000,6,112,4097,1
0,0,22000000,7,98,4098,1
0,0,1453000,4,111,45,1
0,0,8256269,7,97,4099,35
0,0,22649291,2,120,4100,514
0,1,14350531,10,88,4101,6
0,0,6500000,11,120,4102,167
0,1,22649291,8,100,4103,1
0,1,60000000,9,134,4104,1
1,0,95000000,8,112,2465,21
0,0,4800000,12,117,26,1
0,0,50000000,15,129,4105,1
0,1,22649291,1,112,4106,515
0,1,20000000,34,110,4107,1
0,0,22649291,4,86,4108,8
0,1,8500000,9,98,585,516
1,1,1380000,2,78,4109,139
0,0,22649291,1,96,4110,1
1,1,45000000,10,103,2,1
0,0,2000000,3,127,4111,517
1,0,14000000,5,149,4112,1
1,0,18000000,13,85,4113,18
0,1,52000000,6,106,4114,1
0,0,22649291,7,119,4115,1
0,0,22649291,2,98,4116,1
1,0,3500000,34,102,4117,103
0,1,8500000,14,119,4118,518
1,0,54000000,10,95,64,1
0,1,22649291,7,87,6,1
0,0,160000,1,86,76,1
0,0,18000000,7,112,4119,25
0,0,15000,1,90,4120,1
0,0,31500000,10,113,4121,18
1,0,65000000,5,104,4122,1
1,1,24000000,12,102,4123,1
0,1,20000000,4,103,4124,35
0,1,110000000,36,127,4125,519
0,0,50000000,5,97,4126,21
0,1,17500000,10,121,4127,520
1,1,185000000,21,122,4128,1
0,1,7000000,13,117,4129,521
0,1,30000000,16,122,4130,1
1,1,35000000,10,91,4131,1
1,0,70000000,10,103,26,1
1,1,20000000,2,142,4132,522
0,0,22649291,1,119,4133,8
1,0,1000000,11,94,4134,6
0,1,23000000,13,114,4135,1
1,1,36000000,8,107,4136,1
0,1,32000000,11,107,4137,1
0,1,250000,1,71,0,1
1,1,80000000,17,104,4138,523
0,1,48000000,15,111,4139,1
1,0,22649291,13,88,4140,1
0,1,10000000,3,110,4141,1
1,1,80000000,16,101,4142,1
0,0,22649291,7,125,4143,6
0,0,22649291,14,87,61,1
1,1,12000000,8,114,4144,1
0,0,22649291,1,97,4145,1
0,0,22649291,6,88,26,1
0,1,15000000,11,118,4146,6
0,0,22649291,11,121,4147,524
0,1,15000000,41,125,4148,51
0,0,5000000,1,110,4149,1
0,0,20000000,3,112,4150,1
0,1,22649291,0,106,0,0
0,0,22649291,6,96,4151,383
0,0,26500000,17,134,4152,51
0,1,25000000,12,87,4153,1
0,0,2479000,18,128,1119,1
0,0,22649291,1,90,0,59
0,1,20000000,24,101,4154,1
0,0,750000,1,102,4155,103
0,1,123000000,12,104,64,21
1,1,170000000,19,127,4156,1
0,0,50000000,9,139,2802,1
0,0,7000000,3,80,342,1
0,0,25000000,5,109,26,1
0,0,22649291,1,95,4157,8
0,0,22649291,6,88,4158,1
1,1,40000000,10,111,1106,1
0,1,38000000,8,120,4159,1
0,0,13000000,6,93,4160,106
1,1,40000000,9,82,2829,1
0,0,22649291,3,85,4161,11
0,0,22649291,1,90,0,1
0,0,15000000,12,111,4162,525
1,0,5000000,13,89,4163,10
1,1,50000000,12,106,4164,1
1,0,86000000,12,94,4165,8
0,1,75000000,10,146,4166,1
0,0,15500000,6,93,4167,1
1,1,25496629,4,120,0,0
0,0,22649291,2,124,4168,45
1,1,500000,6,94,4169,6
0,0,25000000,11,125,4170,1
0,0,68000000,13,98,4171,1
0,1,14500000,10,128,4172,526
1,1,27500000,11,131,153,18
1,0,1200000,11,78,46,1
0,1,25000000,9,104,4173,1
0,0,22649291,8,97,73,1
0,1,12500000,9,108,4174,35
0,0,20000000,10,118,4175,1
0,0,500000,8,139,4176,1
0,0,2000000,2,108,4177,64
1,0,35000000,8,102,26,1
0,1,230000,10,92,4178,6
0,0,90000000,9,114,4179,1
0,1,60000000,7,118,4180,1
0,1,25000000,9,98,4181,1
0,0,25000000,9,105,47,1
1,0,50000000,7,112,4182,1
0,0,3000000,11,102,4183,8
0,0,17080000,2,107,4184,1
0,1,40000000,8,108,4185,1
0,1,22649291,7,108,4186,1
0,0,6000000,8,144,4187,1
1,0,22649291,1,85,0,0
1,1,100000000,10,98,4188,1
0,0,50000000,13,109,4189,1
1,0,14000000,4,123,61,1
0,0,16000000,2,117,4190,1
0,0,35000000,6,102,4191,1
0,0,22649291,6,103,4192,145
0,0,22649291,5,128,4193,1
0,0,500000,1,88,4194,1
0,1,22649291,0,101,0,0
0,0,66000,1,73,4195,1
1,1,180000000,41,133,4196,18
0,0,50000,4,90,4197,3
0,0,14000000,6,94,4198,29
0,0,12806000,15,125,4199,349
0,0,18000000,16,93,4200,1
0,0,69000000,8,94,4201,1
0,0,20,2,83,0,0
0,1,150000000,9,107,620,1
0,1,46000000,12,153,4202,1
0,1,35000000,9,122,3095,1
0,0,9285469,7,112,4203,29
0,1,19500000,7,111,4204,150
0,0,40000000,4,108,4205,1
0,0,16000000,2,125,4206,1
0,0,3500000,5,113,4207,6
1,1,5800000,18,112,3281,1
0,1,45000000,9,97,4208,1
0,0,5000000,6,112,4209,35
0,0,22649291,10,89,4210,1
1,1,10000000,9,124,4211,527
0,1,5000000,9,99,4212,9
1,1,50000000,9,104,4213,1
0,0,1000000,6,88,4214,6
0,1,22649291,13,91,4215,264
1,1,115000000,16,136,585,1
0,0,29000000,10,100,26,21
0,0,40000000,4,89,4216,123
1,0,22649291,2,160,4217,2
0,1,8820000,23,118,4218,3
0,1,9000000,8,170,4219,2
0,0,4000000,11,105,4220,29
0,0,22649291,0,79,0,1
0,0,25000000,6,96,4221,345
0,0,6000000,14,75,46,1
1,0,13000000,7,84,689,1
0,1,22649291,4,90,4222,528
0,1,40000000,10,109,4223,1
1,0,4500000,10,86,4224,1
0,0,22649291,8,90,4225,1
